File Name,Sliced File Name,Truncated Description,Description,Certainty
image1066,image1066_01_02.jpg,stingray,stingray,0.11094743
image1066,image1066_02_01.jpg,bathing cap,"bathing cap, swimming cap",0.233256862
image1066,image1066_02_02.jpg,tench,"tench, Tinca tinca",0.210439533
image1067,image1067.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.706351757
image1067,image1067_01_01.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.810853541
image1067,image1067_01_02.jpg,bathing cap,"bathing cap, swimming cap",0.095354304
image1067,image1067_02_01.jpg,bathing cap,"bathing cap, swimming cap",0.11049892
image1067,image1067_02_02.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.817135215
image1068,image1068.jpg,seat belt,"seat belt, seatbelt",0.998097599
image1068,image1068_01_01.jpg,seat belt,"seat belt, seatbelt",0.913489997
image1068,image1068_01_02.jpg,seat belt,"seat belt, seatbelt",0.499334872
image1068,image1068_02_01.jpg,seat belt,"seat belt, seatbelt",0.989127934
image1068,image1068_02_02.jpg,seat belt,"seat belt, seatbelt",0.99213928
image1069,image1069.jpg,shoe shop,"shoe shop, shoe-shop, shoe store",0.706788599
image1069,image1069_01_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.194459811
image1069,image1069_01_02.jpg,plunger,"plunger, plumber's helper",0.222838849
image1069,image1069_02_01.jpg,jean,"jean, blue jean, denim",0.783005178
image1069,image1069_02_02.jpg,shoe shop,"shoe shop, shoe-shop, shoe store",0.086587101
image107,image107.jpg,wine bottle,wine bottle,0.470232427
image107,image107_01_01.jpg,barbershop,barbershop,0.113859735
image107,image107_01_02.jpg,neck brace,neck brace,0.235987872
image107,image107_02_01.jpg,oxygen mask,oxygen mask,0.13934803
image107,image107_02_02.jpg,potter's wheel,potter's wheel,0.105865642
image1070,image1070.jpg,racket,"racket, racquet",0.958521664
image1070,image1070_01_01.jpg,chainlink fence,chainlink fence,0.99486661
image1070,image1070_01_02.jpg,racket,"racket, racquet",0.516207814
image1070,image1070_02_01.jpg,racket,"racket, racquet",0.988311708
image1070,image1070_02_02.jpg,basketball,basketball,0.745233476
image1071,image1071.jpg,nipple,nipple,0.073262796
image1071,image1071_01_01.jpg,pajama,"pajama, pyjama, pj's, jammies",0.290601701
image1071,image1071_01_02.jpg,plunger,"plunger, plumber's helper",0.078744799
image1071,image1071_02_01.jpg,maraca,maraca,0.085146382
image1071,image1071_02_02.jpg,jean,"jean, blue jean, denim",0.329968005
image1072,image1072.jpg,corkscrew,"corkscrew, bottle screw",0.277523398
image1072,image1072_01_01.jpg,lipstick,"lipstick, lip rouge",0.088366725
image1072,image1072_01_02.jpg,seat belt,"seat belt, seatbelt",0.073910646
image1072,image1072_02_01.jpg,goblet,goblet,0.509122849
image1072,image1072_02_02.jpg,beer glass,beer glass,0.051401082
image1073,image1073.jpg,apron,apron,0.372545809
image1073,image1073_01_01.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.11496751
image1073,image1073_01_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.083551072
image1073,image1073_02_01.jpg,brassiere,"brassiere, bra, bandeau",0.538813651
image1073,image1073_02_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.084340863
image1074,image1074.jpg,maillot,maillot,0.23674646
image1074,image1074_01_01.jpg,brassiere,"brassiere, bra, bandeau",0.408678085
image1074,image1074_01_02.jpg,brassiere,"brassiere, bra, bandeau",0.630510032
image1074,image1074_02_01.jpg,gown,gown,0.195120975
image1074,image1074_02_02.jpg,sunglass,sunglass,0.073790632
image1075,image1075.jpg,brassiere,"brassiere, bra, bandeau",0.140606478
image1075,image1075_01_01.jpg,bassinet,bassinet,0.1806584
image1075,image1075_01_02.jpg,cradle,cradle,0.147692427
image1075,image1075_02_01.jpg,Band Aid,Band Aid,0.071957715
image1075,image1075_02_02.jpg,Italian greyhound,Italian greyhound,0.035216063
image1076,image1076.jpg,Band Aid,Band Aid,0.084858149
image1076,image1076_01_01.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.172295898
image1076,image1076_01_02.jpg,lipstick,"lipstick, lip rouge",0.131465599
image1076,image1076_02_01.jpg,Band Aid,Band Aid,0.212378472
image1076,image1076_02_02.jpg,shower cap,shower cap,0.045736689
image1077,image1077.jpg,swimming trunks,"swimming trunks, bathing trunks",0.303207666
image1077,image1077_01_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.114582419
image1077,image1077_01_02.jpg,harp,harp,0.055785537
image1077,image1077_02_01.jpg,apron,apron,0.215455487
image1077,image1077_02_02.jpg,bikini,"bikini, two-piece",0.308580041
image1078,image1078.jpg,banana,banana,0.186011717
image1078,image1078_01_01.jpg,barbershop,barbershop,0.145592347
image1078,image1078_01_02.jpg,neck brace,neck brace,0.164536893
image1078,image1078_02_01.jpg,seat belt,"seat belt, seatbelt",0.045356214
image1078,image1078_02_02.jpg,barbershop,barbershop,0.709032774
image1079,image1079.jpg,bow tie,"bow tie, bow-tie, bowtie",0.486937135
image1079,image1079_01_01.jpg,nipple,nipple,0.090719171
image1079,image1079_01_02.jpg,nipple,nipple,0.092609912
image1079,image1079_02_01.jpg,shower cap,shower cap,0.121560186
image1079,image1079_02_02.jpg,Band Aid,Band Aid,0.098713689
image108,image108.jpg,beer bottle,beer bottle,0.566536367
image108,image108_01_01.jpg,pop bottle,"pop bottle, soda bottle",0.552955925
image108,image108_01_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.093462452
image108,image108_02_01.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.123901248
image108,image108_02_02.jpg,Band Aid,Band Aid,0.300877541
image1080,image1080.jpg,tench,"tench, Tinca tinca",0.288059145
image1080,image1080_01_01.jpg,bathing cap,"bathing cap, swimming cap",0.11112716
image1080,image1080_01_02.jpg,stingray,stingray,0.11094743
image1080,image1080_02_01.jpg,bathing cap,"bathing cap, swimming cap",0.233256862
image1080,image1080_02_02.jpg,tench,"tench, Tinca tinca",0.210439533
image1081,image1081.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.706351757
image1081,image1081_01_01.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.810853541
image1081,image1081_01_02.jpg,bathing cap,"bathing cap, swimming cap",0.095354304
image1081,image1081_02_01.jpg,bathing cap,"bathing cap, swimming cap",0.11049892
image1081,image1081_02_02.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.817135215
image1082,image1082.jpg,seat belt,"seat belt, seatbelt",0.998097599
image1082,image1082_01_01.jpg,seat belt,"seat belt, seatbelt",0.913489997
image1082,image1082_01_02.jpg,seat belt,"seat belt, seatbelt",0.499334872
image1082,image1082_02_01.jpg,seat belt,"seat belt, seatbelt",0.989127934
image1082,image1082_02_02.jpg,seat belt,"seat belt, seatbelt",0.99213928
image1083,image1083.jpg,lab coat,"lab coat, laboratory coat",0.554551601
image1083,image1083_01_01.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.152571991
image1083,image1083_01_02.jpg,harmonica,"harmonica, mouth organ, harp, mouth harp",0.056480315
image1083,image1083_02_01.jpg,lab coat,"lab coat, laboratory coat",0.858418465
image1083,image1083_02_02.jpg,lab coat,"lab coat, laboratory coat",0.201673701
image1084,image1084.jpg,cleaver,"cleaver, meat cleaver, chopper",0.523503125
image1084,image1084_01_01.jpg,Windsor tie,Windsor tie,0.128799796
image1084,image1084_01_02.jpg,unicycle,"unicycle, monocycle",0.188858733
image1084,image1084_02_01.jpg,cleaver,"cleaver, meat cleaver, chopper",0.04305464
image1084,image1084_02_02.jpg,ski mask,ski mask,0.600165009
image1085,image1085.jpg,bell cote,"bell cote, bell cot",0.166493416
image1085,image1085_01_01.jpg,rugby ball,rugby ball,0.170638114
image1085,image1085_01_02.jpg,gar,"gar, garfish, garpike, billfish, Lepisosteus osseus",0.090502307
image1085,image1085_02_01.jpg,bannister,"bannister, banister, balustrade, balusters, handrail",0.545720696
image1085,image1085_02_02.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.289638162
image1086,image1086.jpg,tennis ball,tennis ball,0.150816217
image1086,image1086_01_01.jpg,swing,swing,0.10701105
image1086,image1086_01_02.jpg,seashore,"seashore, coast, seacoast, sea-coast",0.045886356
image1086,image1086_02_01.jpg,sandbar,"sandbar, sand bar",0.166343898
image1086,image1086_02_02.jpg,tennis ball,tennis ball,0.978366554
image1087,image1087.jpg,knee pad,knee pad,0.199185103
image1087,image1087_01_01.jpg,bubble,bubble,0.864997566
image1087,image1087_01_02.jpg,bubble,bubble,0.998355806
image1087,image1087_02_01.jpg,bubble,bubble,0.819396555
image1087,image1087_02_02.jpg,bubble,bubble,0.929849267
image1088,image1088.jpg,seat belt,"seat belt, seatbelt",0.805499732
image1088,image1088_01_01.jpg,seat belt,"seat belt, seatbelt",0.817335129
image1088,image1088_01_02.jpg,seat belt,"seat belt, seatbelt",0.884985089
image1088,image1088_02_01.jpg,pajama,"pajama, pyjama, pj's, jammies",0.123425089
image1088,image1088_02_02.jpg,tench,"tench, Tinca tinca",0.228891507
image1089,image1089.jpg,shoe shop,"shoe shop, shoe-shop, shoe store",0.706788599
image1089,image1089_01_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.194459811
image1089,image1089_01_02.jpg,plunger,"plunger, plumber's helper",0.222838849
image1089,image1089_02_01.jpg,jean,"jean, blue jean, denim",0.783005178
image1089,image1089_02_02.jpg,shoe shop,"shoe shop, shoe-shop, shoe store",0.086587101
image109,image109.jpg,dough,dough,0.826223552
image109,image109_01_01.jpg,suit,"suit, suit of clothes",0.123338141
image109,image109_01_02.jpg,cauliflower,cauliflower,0.974241734
image109,image109_02_01.jpg,suit,"suit, suit of clothes",0.253993839
image109,image109_02_02.jpg,mask,mask,0.159883529
image1090,image1090.jpg,racket,"racket, racquet",0.958521664
image1090,image1090_01_01.jpg,chainlink fence,chainlink fence,0.99486661
image1090,image1090_01_02.jpg,racket,"racket, racquet",0.516207814
image1090,image1090_02_01.jpg,racket,"racket, racquet",0.988311708
image1090,image1090_02_02.jpg,basketball,basketball,0.745233476
image1091,image1091.jpg,nipple,nipple,0.073262796
image1091,image1091_01_01.jpg,pajama,"pajama, pyjama, pj's, jammies",0.290601701
image1091,image1091_01_02.jpg,plunger,"plunger, plumber's helper",0.078744799
image1091,image1091_02_01.jpg,maraca,maraca,0.085146382
image1091,image1091_02_02.jpg,jean,"jean, blue jean, denim",0.329968005
image1092,image1092.jpg,park bench,park bench,0.257606715
image1092,image1092_01_01.jpg,tench,"tench, Tinca tinca",0.312282413
image1092,image1092_01_02.jpg,valley,"valley, vale",0.411346138
image1092,image1092_02_01.jpg,military uniform,military uniform,0.057910867
image1092,image1092_02_02.jpg,bikini,"bikini, two-piece",0.117920958
image1093,image1093.jpg,seat belt,"seat belt, seatbelt",0.534112036
image1093,image1093_01_01.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.055846427
image1093,image1093_01_02.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.100686789
image1093,image1093_02_01.jpg,miniature pinscher,miniature pinscher,0.088040642
image1093,image1093_02_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.086747684
image1094,image1094.jpg,Band Aid,Band Aid,0.072367594
image1094,image1094_01_01.jpg,maze,"maze, labyrinth",0.257914662
image1094,image1094_01_02.jpg,stretcher,stretcher,0.187909037
image1094,image1094_02_01.jpg,potter's wheel,potter's wheel,0.108823478
image1094,image1094_02_02.jpg,shower cap,shower cap,0.725152254
image1095,image1095.jpg,gong,"gong, tam-tam",0.26249072
image1095,image1095_01_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.333450586
image1095,image1095_01_02.jpg,vault,vault,0.065240055
image1095,image1095_02_01.jpg,stage,stage,0.214564085
image1095,image1095_02_02.jpg,stage,stage,0.0869857
image1096,image1096.jpg,toyshop,toyshop,0.139493316
image1096,image1096_01_01.jpg,ski,ski,0.060745291
image1096,image1096_01_02.jpg,oxygen mask,oxygen mask,0.153313503
image1096,image1096_02_01.jpg,wig,wig,0.102480024
image1096,image1096_02_02.jpg,slot,"slot, one-armed bandit",0.090819314
image1097,image1097.jpg,swimming trunks,"swimming trunks, bathing trunks",0.440263957
image1097,image1097_01_01.jpg,cellular telephone,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.043822084
image1097,image1097_01_02.jpg,medicine chest,"medicine chest, medicine cabinet",0.066767372
image1097,image1097_02_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.362657219
image1097,image1097_02_02.jpg,dumbbell,dumbbell,0.710188389
image1098,image1098.jpg,swimming trunks,"swimming trunks, bathing trunks",0.2278568
image1098,image1098_01_01.jpg,sandbar,"sandbar, sand bar",0.311255306
image1098,image1098_01_02.jpg,sturgeon,sturgeon,0.170616537
image1098,image1098_02_01.jpg,coral reef,coral reef,0.367914051
image1098,image1098_02_02.jpg,swimming trunks,"swimming trunks, bathing trunks",0.882331967
image1099,image1099.jpg,suit,"suit, suit of clothes",0.191193804
image1099,image1099_01_01.jpg,mortarboard,mortarboard,0.061175779
image1099,image1099_01_02.jpg,lakeside,"lakeside, lakeshore",0.067356117
image1099,image1099_02_01.jpg,Loafer,Loafer,0.19163385
image1099,image1099_02_02.jpg,jinrikisha,"jinrikisha, ricksha, rickshaw",0.051863205
image11,image11.jpg,medicine chest,"medicine chest, medicine cabinet",0.085847102
image11,image11_01_01.jpg,cleaver,"cleaver, meat cleaver, chopper",0.08687219
image11,image11_01_02.jpg,ping-pong ball,ping-pong ball,0.174165219
image11,image11_02_01.jpg,soap dispenser,soap dispenser,0.284610122
image11,image11_02_02.jpg,plunger,"plunger, plumber's helper",0.135474011
image110,image110.jpg,cliff,"cliff, drop, drop-off",0.505424023
image110,image110_01_01.jpg,valley,"valley, vale",0.644304991
image110,image110_01_02.jpg,timber wolf,"timber wolf, grey wolf, gray wolf, Canis lupus",0.086935915
image110,image110_02_01.jpg,cliff,"cliff, drop, drop-off",0.155988529
image110,image110_02_02.jpg,cliff,"cliff, drop, drop-off",0.737906277
image1100,image1100.jpg,swimming trunks,"swimming trunks, bathing trunks",0.506006062
image1100,image1100_01_01.jpg,bikini,"bikini, two-piece",0.236979857
image1100,image1100_01_02.jpg,bikini,"bikini, two-piece",0.308081865
image1100,image1100_02_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.433729678
image1100,image1100_02_02.jpg,swimming trunks,"swimming trunks, bathing trunks",0.555467367
image1101,image1101.jpg,seat belt,"seat belt, seatbelt",0.509569705
image1101,image1101_01_01.jpg,seat belt,"seat belt, seatbelt",0.926300287
image1101,image1101_01_02.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.628892064
image1101,image1101_02_01.jpg,seat belt,"seat belt, seatbelt",0.571906269
image1101,image1101_02_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.181225598
image1102,image1102.jpg,swimming trunks,"swimming trunks, bathing trunks",0.884186208
image1102,image1102_01_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.26718688
image1102,image1102_01_02.jpg,snorkel,snorkel,0.201219603
image1102,image1102_02_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.875141382
image1102,image1102_02_02.jpg,swimming trunks,"swimming trunks, bathing trunks",0.929168463
image1103,image1103.jpg,jersey,"jersey, T-shirt, tee shirt",0.903761744
image1103,image1103_01_01.jpg,lab coat,"lab coat, laboratory coat",0.133874208
image1103,image1103_01_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.112946101
image1103,image1103_02_01.jpg,Band Aid,Band Aid,0.104179069
image1103,image1103_02_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.14074865
image1104,image1104.jpg,swimming trunks,"swimming trunks, bathing trunks",0.379331291
image1104,image1104_01_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.24330005
image1104,image1104_01_02.jpg,breakwater,"breakwater, groin, groyne, mole, bulwark, seawall, jetty",0.179603755
image1104,image1104_02_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.269868314
image1104,image1104_02_02.jpg,swimming trunks,"swimming trunks, bathing trunks",0.147983328
image1105,image1105.jpg,parachute,"parachute, chute",0.289135277
image1105,image1105_01_01.jpg,parachute,"parachute, chute",0.125977516
image1105,image1105_01_02.jpg,oxygen mask,oxygen mask,0.813007176
image1105,image1105_02_01.jpg,warplane,"warplane, military plane",0.295996875
image1105,image1105_02_02.jpg,tub,"tub, vat",0.104727842
image1106,image1106.jpg,abaya,abaya,0.182759777
image1106,image1106_01_01.jpg,neck brace,neck brace,0.128185034
image1106,image1106_01_02.jpg,bonnet,"bonnet, poke bonnet",0.288741112
image1106,image1106_02_01.jpg,ski mask,ski mask,0.209715411
image1106,image1106_02_02.jpg,hand blower,"hand blower, blow dryer, blow drier, hair dryer, hair drier",0.605241895
image1107,image1107.jpg,ski mask,ski mask,0.628440201
image1107,image1107_01_01.jpg,bonnet,"bonnet, poke bonnet",0.322991014
image1107,image1107_01_02.jpg,ski mask,ski mask,0.417374909
image1107,image1107_02_01.jpg,shower cap,shower cap,0.412846625
image1107,image1107_02_02.jpg,ski mask,ski mask,0.901902914
image1108,image1108.jpg,sleeping bag,sleeping bag,0.378290236
image1108,image1108_01_01.jpg,bonnet,"bonnet, poke bonnet",0.090019569
image1108,image1108_01_02.jpg,neck brace,neck brace,0.062439136
image1108,image1108_02_01.jpg,ski mask,ski mask,0.289338678
image1108,image1108_02_02.jpg,ski mask,ski mask,0.270400673
image1109,image1109.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.16820468
image1109,image1109_01_01.jpg,puck,"puck, hockey puck",0.312352091
image1109,image1109_01_02.jpg,dumbbell,dumbbell,0.040953197
image1109,image1109_02_01.jpg,envelope,envelope,0.273917794
